age,workclass,education,occupation,native-country,class
53, Private, Doctorate, Prof-specialty, United-States, >50K
75, Self-emp-not-inc, Assoc-voc, Exec-managerial, United-States, <=50K
39, Private, Bachelors, Prof-specialty, United-States, >50K
46, Federal-gov, Assoc-acdm, Adm-clerical, United-States, <=50K
51, Private, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, HS-grad, Other-service, United-States, <=50K
23, Private, Some-college, Sales, United-States, <=50K
32, Private, Assoc-voc, Other-service, United-States, <=50K
45, Self-emp-not-inc, Some-college, Sales, United-States, <=50K
21, Private, Some-college, Other-service, United-States, <=50K
36, Private, HS-grad, Craft-repair, United-States, <=50K
40, Private, 10th, Craft-repair, United-States, <=50K
20, ?, 10th, ?, United-States, <=50K
68, Private, 9th, Farming-fishing, United-States, <=50K
40, Private, Bachelors, Sales, United-States, >50K
20, Private, Some-college, Adm-clerical, United-States, <=50K
48, Local-gov, Masters, Prof-specialty, United-States, >50K
27, Private, Bachelors, Sales, United-States, <=50K
57, Federal-gov, Assoc-voc, Tech-support, United-States, <=50K
54, Self-emp-inc, HS-grad, Exec-managerial, United-States, >50K
47, Private, HS-grad, Other-service, United-States, <=50K
30, Local-gov, Some-college, Craft-repair, United-States, <=50K
17, ?, 11th, ?, United-States, <=50K
35, Private, Some-college, Craft-repair, United-States, >50K
56, Local-gov, 12th, Handlers-cleaners, United-States, <=50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
38, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
19, Private, Some-college, Sales, United-States, <=50K
24, Private, HS-grad, Craft-repair, ?, <=50K
31, Private, Some-college, Adm-clerical, Germany, <=50K
44, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
21, State-gov, Some-college, Sales, United-States, <=50K
41, Private, Some-college, Craft-repair, United-States, <=50K
18, Private, 11th, Other-service, United-States, <=50K
23, Private, 9th, Transport-moving, United-States, <=50K
37, Local-gov, Some-college, Other-service, United-States, <=50K
46, ?, Assoc-voc, ?, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Sales, United-States, <=50K
31, Private, 1st-4th, Machine-op-inspct, Mexico, <=50K
40, Private, Some-college, Transport-moving, United-States, >50K
27, Private, Prof-school, Prof-specialty, United-States, <=50K
64, Local-gov, Some-college, Transport-moving, United-States, <=50K
31, Federal-gov, Assoc-voc, Prof-specialty, United-States, <=50K
48, Private, Masters, Exec-managerial, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Sales, Canada, >50K
28, Private, Some-college, Tech-support, United-States, <=50K
42, Private, Some-college, Craft-repair, United-States, <=50K
60, Self-emp-inc, 7th-8th, Sales, United-States, <=50K
17, Private, 11th, Other-service, United-States, <=50K
21, ?, Some-college, ?, United-States, <=50K
46, Private, 10th, Adm-clerical, United-States, <=50K
18, Private, HS-grad, Adm-clerical, United-States, <=50K
22, Private, HS-grad, Other-service, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Exec-managerial, United-States, <=50K
36, Private, HS-grad, Sales, United-States, <=50K
65, Private, Assoc-voc, Exec-managerial, United-States, <=50K
26, Private, HS-grad, Other-service, Mexico, <=50K
21, Private, 10th, Other-service, United-States, <=50K
41, Private, HS-grad, Craft-repair, United-States, <=50K
28, Private, Some-college, Other-service, United-States, <=50K
27, Private, Some-college, Machine-op-inspct, United-States, <=50K
19, State-gov, Some-college, Other-service, United-States, <=50K
40, Private, Some-college, Transport-moving, United-States, <=50K
19, Private, HS-grad, Handlers-cleaners, United-States, <=50K
40, Private, Assoc-voc, Transport-moving, United-States, <=50K
37, Private, HS-grad, Craft-repair, United-States, <=50K
33, Private, Some-college, Adm-clerical, United-States, >50K
34, Private, HS-grad, Other-service, United-States, <=50K
44, Local-gov, Assoc-acdm, Protective-serv, United-States, <=50K
33, Private, Some-college, Adm-clerical, United-States, <=50K
72, Local-gov, HS-grad, Exec-managerial, United-States, <=50K
19, Private, HS-grad, Sales, United-States, <=50K
59, Private, Assoc-voc, Prof-specialty, United-States, <=50K
40, Private, HS-grad, Protective-serv, United-States, <=50K
35, Private, HS-grad, Prof-specialty, United-States, <=50K
22, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
41, Private, Masters, Prof-specialty, United-States, <=50K
59, Private, Some-college, Tech-support, United-States, >50K
50, Private, 12th, Handlers-cleaners, United-States, <=50K
21, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
40, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
22, Private, HS-grad, Sales, United-States, <=50K
43, Private, 5th-6th, Machine-op-inspct, Mexico, <=50K
17, Private, 11th, Transport-moving, United-States, <=50K
42, Local-gov, 7th-8th, Other-service, United-States, <=50K
37, Private, Some-college, Machine-op-inspct, United-States, >50K
19, Private, 12th, Adm-clerical, ?, <=50K
43, Private, 5th-6th, Machine-op-inspct, Mexico, <=50K
46, Private, 9th, Craft-repair, United-States, <=50K
18, ?, HS-grad, ?, United-States, <=50K
50, Local-gov, Prof-school, Adm-clerical, Laos, >50K
47, Self-emp-not-inc, 7th-8th, Sales, Puerto-Rico, <=50K
31, Private, HS-grad, Farming-fishing, United-States, <=50K
33, Private, 7th-8th, Adm-clerical, United-States, <=50K
27, Private, HS-grad, Machine-op-inspct, United-States, >50K
59, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
39, Local-gov, HS-grad, Craft-repair, United-States, >50K
29, Private, Some-college, Craft-repair, United-States, <=50K
26, Private, Bachelors, Exec-managerial, United-States, <=50K
24, Private, HS-grad, Craft-repair, United-States, <=50K
25, Private, Some-college, Adm-clerical, United-States, <=50K
30, Private, Some-college, Adm-clerical, United-States, <=50K
52, State-gov, 11th, Transport-moving, United-States, <=50K
51, Federal-gov, Masters, Prof-specialty, United-States, >50K
30, Private, Bachelors, Sales, United-States, >50K
19, ?, Some-college, ?, United-States, <=50K
23, Private, Some-college, Tech-support, United-States, <=50K
37, State-gov, Doctorate, Prof-specialty, United-States, <=50K
25, State-gov, Some-college, Adm-clerical, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Prof-specialty, United-States, >50K
30, Private, HS-grad, Prof-specialty, United-States, <=50K
40, Private, Some-college, Adm-clerical, United-States, <=50K
20, Private, HS-grad, Machine-op-inspct, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Farming-fishing, United-States, <=50K
24, Private, Bachelors, Exec-managerial, United-States, <=50K
32, Private, HS-grad, Craft-repair, United-States, <=50K
35, Private, HS-grad, Other-service, United-States, <=50K
20, Private, HS-grad, Other-service, United-States, <=50K
29, State-gov, HS-grad, Craft-repair, United-States, >50K
25, Private, HS-grad, Craft-repair, United-States, <=50K
50, Local-gov, 7th-8th, Transport-moving, United-States, <=50K
24, Private, HS-grad, Adm-clerical, United-States, <=50K
49, ?, Bachelors, ?, United-States, >50K
30, Local-gov, HS-grad, Protective-serv, United-States, <=50K
37, Private, Some-college, Adm-clerical, United-States, <=50K
50, Private, HS-grad, Machine-op-inspct, El-Salvador, <=50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
55, Private, 7th-8th, Transport-moving, United-States, <=50K
61, Private, 12th, Machine-op-inspct, Italy, <=50K
22, Private, HS-grad, Other-service, United-States, <=50K
23, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
43, Private, HS-grad, Prof-specialty, United-States, <=50K
39, Private, Bachelors, Adm-clerical, Philippines, <=50K
21, Private, Some-college, Sales, United-States, <=50K
52, Self-emp-inc, HS-grad, Exec-managerial, United-States, >50K
30, Private, Assoc-voc, Sales, United-States, <=50K
42, Private, Bachelors, Adm-clerical, United-States, >50K
50, Self-emp-not-inc, Bachelors, Craft-repair, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Exec-managerial, United-States, <=50K
47, Private, 10th, Exec-managerial, United-States, <=50K
49, ?, 9th, ?, United-States, <=50K
45, Private, HS-grad, Machine-op-inspct, United-States, <=50K
48, Federal-gov, Some-college, Other-service, United-States, <=50K
36, Private, Bachelors, Exec-managerial, United-States, >50K
20, Never-worked, Some-college, ?, United-States, <=50K
61, Private, HS-grad, Transport-moving, United-States, <=50K
72, Private, Bachelors, Sales, United-States, <=50K
19, Private, Some-college, Sales, United-States, <=50K
54, Self-emp-inc, Bachelors, Machine-op-inspct, ?, >50K
47, ?, Some-college, ?, United-States, <=50K
39, Private, HS-grad, Other-service, United-States, <=50K
24, Private, 11th, Machine-op-inspct, United-States, <=50K
44, Private, Some-college, Handlers-cleaners, Poland, <=50K
19, Private, HS-grad, Handlers-cleaners, United-States, <=50K
20, Private, HS-grad, Sales, United-States, <=50K
23, Private, HS-grad, Craft-repair, United-States, <=50K
58, Private, HS-grad, Farming-fishing, United-States, >50K
20, Private, 12th, Craft-repair, United-States, <=50K
62, Private, HS-grad, Exec-managerial, United-States, <=50K
25, Private, HS-grad, Adm-clerical, Puerto-Rico, <=50K
67, Private, Bachelors, Prof-specialty, United-States, <=50K
37, Local-gov, Assoc-acdm, Exec-managerial, France, >50K
36, Private, HS-grad, Exec-managerial, United-States, <=50K
38, Private, Assoc-voc, Tech-support, United-States, <=50K
23, Private, HS-grad, Other-service, United-States, <=50K
28, Private, HS-grad, Sales, United-States, <=50K
25, Private, HS-grad, Exec-managerial, United-States, <=50K
41, Self-emp-not-inc, Doctorate, Prof-specialty, United-States, >50K
63, Private, Bachelors, Sales, United-States, >50K
60, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
31, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
37, Private, Bachelors, Exec-managerial, United-States, >50K
51, Private, 9th, Sales, United-States, <=50K
45, Private, Some-college, Exec-managerial, United-States, >50K
27, Private, HS-grad, Craft-repair, United-States, <=50K
18, Private, Some-college, Other-service, United-States, <=50K
34, Private, HS-grad, Machine-op-inspct, United-States, <=50K
66, Self-emp-not-inc, Doctorate, Sales, United-States, >50K
19, ?, Some-college, ?, United-States, <=50K
36, Private, HS-grad, Craft-repair, United-States, <=50K
35, Private, Bachelors, Exec-managerial, United-States, <=50K
27, Private, HS-grad, Sales, United-States, <=50K
29, Private, Some-college, Exec-managerial, United-States, <=50K
25, Private, HS-grad, Adm-clerical, United-States, <=50K
22, Private, Some-college, Other-service, United-States, >50K
41, Private, Some-college, Craft-repair, United-States, >50K
20, Private, Assoc-acdm, Transport-moving, United-States, <=50K
52, Private, HS-grad, Machine-op-inspct, United-States, <=50K
34, Private, Some-college, Other-service, United-States, <=50K
44, Private, Prof-school, Prof-specialty, United-States, >50K
50, Private, Masters, Sales, United-States, >50K
49, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
36, ?, Bachelors, ?, United-States, <=50K
71, State-gov, Prof-school, Other-service, United-States, <=50K
20, Private, HS-grad, Other-service, United-States, <=50K
20, Private, Some-college, Adm-clerical, ?, <=50K
59, Self-emp-inc, HS-grad, Sales, United-States, >50K
41, Private, 5th-6th, Farming-fishing, Mexico, <=50K
38, Private, Some-college, Exec-managerial, United-States, <=50K
55, Local-gov, HS-grad, Transport-moving, United-States, <=50K
17, Private, 9th, Other-service, United-States, <=50K
45, Private, Bachelors, Exec-managerial, United-States, >50K
43, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
19, Private, 12th, Other-service, United-States, <=50K
33, Private, HS-grad, Other-service, United-States, <=50K
63, Private, HS-grad, Exec-managerial, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, >50K
34, Private, HS-grad, Transport-moving, United-States, <=50K
31, Private, Assoc-acdm, Machine-op-inspct, United-States, <=50K
21, Private, 12th, Craft-repair, United-States, <=50K
23, Private, Assoc-voc, Adm-clerical, United-States, <=50K
20, Private, Some-college, Handlers-cleaners, United-States, <=50K
45, Private, Bachelors, Sales, United-States, >50K
59, Private, HS-grad, Transport-moving, United-States, <=50K
58, Private, Masters, Exec-managerial, Greece, >50K
66, Local-gov, HS-grad, Adm-clerical, United-States, >50K
37, Private, Assoc-voc, Prof-specialty, United-States, >50K
29, Private, Some-college, Craft-repair, United-States, <=50K
32, State-gov, Bachelors, Exec-managerial, United-States, <=50K
39, Private, Bachelors, Prof-specialty, United-States, >50K
57, Private, HS-grad, Exec-managerial, United-States, <=50K
57, Private, Masters, Prof-specialty, United-States, >50K
50, Self-emp-inc, HS-grad, Sales, United-States, <=50K
44, Self-emp-inc, Bachelors, Farming-fishing, United-States, >50K
56, Private, Assoc-voc, Craft-repair, United-States, >50K
26, Private, Masters, Exec-managerial, United-States, <=50K
22, ?, Some-college, ?, Italy, <=50K
26, Self-emp-not-inc, Assoc-voc, Farming-fishing, United-States, <=50K
33, Private, Bachelors, Prof-specialty, United-States, >50K
36, Self-emp-not-inc, Assoc-voc, Farming-fishing, United-States, >50K
45, Private, Some-college, Sales, United-States, >50K
56, Local-gov, Doctorate, Prof-specialty, United-States, <=50K
23, Private, Some-college, Sales, Iran, <=50K
23, Private, Some-college, Other-service, United-States, <=50K
35, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
39, Private, Bachelors, Prof-specialty, United-States, >50K
45, Private, HS-grad, Craft-repair, United-States, <=50K
21, Private, Some-college, Sales, United-States, <=50K
56, State-gov, HS-grad, Adm-clerical, United-States, <=50K
31, Federal-gov, HS-grad, Handlers-cleaners, United-States, <=50K
44, Private, 12th, Transport-moving, United-States, <=50K
21, ?, Some-college, ?, United-States, <=50K
31, Private, HS-grad, Handlers-cleaners, United-States, <=50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
17, ?, 11th, ?, United-States, <=50K
44, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
19, Private, Some-college, Other-service, United-States, <=50K
71, ?, HS-grad, ?, United-States, <=50K
23, Private, Some-college, Sales, United-States, <=50K
21, Private, HS-grad, Craft-repair, Mexico, <=50K
29, State-gov, Masters, Prof-specialty, United-States, <=50K
33, Private, Some-college, Other-service, United-States, <=50K
46, Private, HS-grad, Exec-managerial, United-States, >50K
21, ?, Some-college, ?, United-States, <=50K
36, Self-emp-inc, Some-college, Sales, United-States, >50K
70, Self-emp-not-inc, Masters, Prof-specialty, United-States, >50K
19, Private, HS-grad, Handlers-cleaners, United-States, <=50K
29, Private, Some-college, Exec-managerial, United-States, <=50K
34, Private, Assoc-acdm, Sales, United-States, <=50K
26, Private, Some-college, Exec-managerial, United-States, <=50K
30, Private, Bachelors, Exec-managerial, United-States, <=50K
34, Private, Some-college, Adm-clerical, United-States, <=50K
24, ?, Bachelors, ?, Taiwan, <=50K
28, Private, HS-grad, Sales, United-States, <=50K
24, ?, Some-college, ?, United-States, <=50K
76, Private, Bachelors, Adm-clerical, United-States, >50K
19, Private, 12th, Handlers-cleaners, United-States, <=50K
45, Private, 10th, Craft-repair, United-States, <=50K
24, Self-emp-not-inc, Some-college, Prof-specialty, United-States, >50K
37, Private, Bachelors, Craft-repair, United-States, >50K
24, Private, Bachelors, Prof-specialty, United-States, <=50K
24, Private, Bachelors, Adm-clerical, United-States, <=50K
40, Private, HS-grad, Machine-op-inspct, United-States, >50K
20, Private, Some-college, Handlers-cleaners, United-States, <=50K
23, Local-gov, 11th, Handlers-cleaners, United-States, <=50K
25, Private, Some-college, Other-service, United-States, <=50K
64, Private, Assoc-acdm, Prof-specialty, United-States, <=50K
53, Local-gov, Masters, Prof-specialty, United-States, >50K
28, Private, Some-college, Adm-clerical, United-States, <=50K
52, Local-gov, Masters, Prof-specialty, United-States, >50K
28, Private, Prof-school, Prof-specialty, United-States, <=50K
31, Private, Assoc-acdm, Exec-managerial, United-States, >50K
77, Private, Bachelors, Prof-specialty, United-States, <=50K
22, Private, HS-grad, Tech-support, United-States, <=50K
17, ?, 11th, ?, United-States, <=50K
38, Private, Bachelors, Exec-managerial, United-States, <=50K
45, ?, 11th, ?, United-States, <=50K
25, Local-gov, Some-college, Adm-clerical, United-States, <=50K
50, Private, HS-grad, Craft-repair, United-States, >50K
53, Local-gov, HS-grad, Exec-managerial, United-States, <=50K
24, Private, HS-grad, Farming-fishing, United-States, <=50K
33, Private, HS-grad, Adm-clerical, United-States, >50K
57, Federal-gov, Masters, Exec-managerial, United-States, >50K
39, Private, Prof-school, Exec-managerial, United-States, >50K
30, Private, Some-college, Transport-moving, United-States, <=50K
31, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
39, State-gov, Some-college, Transport-moving, United-States, <=50K
30, Private, Bachelors, Sales, United-States, <=50K
48, Private, Some-college, Adm-clerical, United-States, <=50K
62, ?, Masters, ?, United-States, <=50K
39, Private, HS-grad, Machine-op-inspct, United-States, >50K
34, Private, HS-grad, Transport-moving, United-States, <=50K
45, Private, Masters, Exec-managerial, United-States, >50K
32, Private, 11th, Machine-op-inspct, United-States, <=50K
40, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
17, Private, 10th, Other-service, United-States, <=50K
19, ?, 10th, ?, United-States, <=50K
25, Private, HS-grad, Tech-support, United-States, <=50K
42, Private, Some-college, Transport-moving, United-States, <=50K
66, Private, Bachelors, Priv-house-serv, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Sales, United-States, <=50K
43, Private, 7th-8th, Other-service, United-States, <=50K
26, Private, HS-grad, Handlers-cleaners, Mexico, <=50K
23, Private, HS-grad, Machine-op-inspct, United-States, >50K
39, Private, Prof-school, Exec-managerial, United-States, >50K
47, Self-emp-inc, HS-grad, Exec-managerial, United-States, >50K
36, Private, HS-grad, Machine-op-inspct, United-States, <=50K
35, Private, HS-grad, Craft-repair, United-States, <=50K
25, Private, HS-grad, Farming-fishing, United-States, <=50K
21, State-gov, Some-college, Adm-clerical, United-States, <=50K
46, Private, HS-grad, Priv-house-serv, United-States, <=50K
43, Private, 10th, Handlers-cleaners, United-States, <=50K
31, State-gov, Doctorate, Prof-specialty, United-States, >50K
41, Private, HS-grad, Craft-repair, United-States, <=50K
50, Private, HS-grad, Adm-clerical, United-States, <=50K
36, Private, 11th, Exec-managerial, United-States, <=50K
31, ?, HS-grad, ?, United-States, <=50K
45, Self-emp-not-inc, 7th-8th, Exec-managerial, United-States, >50K
50, Private, 11th, Exec-managerial, United-States, >50K
52, Private, 7th-8th, Exec-managerial, United-States, <=50K
40, Private, Doctorate, Prof-specialty, United-States, >50K
55, Private, Bachelors, Exec-managerial, United-States, >50K
64, ?, 10th, ?, United-States, >50K
51, Self-emp-inc, Prof-school, Prof-specialty, United-States, >50K
30, Private, Some-college, Prof-specialty, United-States, >50K
56, State-gov, Masters, Prof-specialty, United-States, <=50K
35, Private, HS-grad, Exec-managerial, United-States, <=50K
55, Self-emp-not-inc, 10th, Sales, United-States, <=50K
30, Private, HS-grad, Tech-support, United-States, <=50K
34, Private, HS-grad, Craft-repair, United-States, <=50K
36, Private, Assoc-voc, Prof-specialty, United-States, >50K
43, Self-emp-inc, HS-grad, Craft-repair, United-States, <=50K
24, Local-gov, Some-college, Protective-serv, United-States, <=50K
30, Private, 10th, Other-service, United-States, <=50K
33, Local-gov, Assoc-voc, Protective-serv, United-States, <=50K
32, Private, Assoc-acdm, Prof-specialty, ?, <=50K
29, Federal-gov, Bachelors, Prof-specialty, United-States, <=50K
50, Private, HS-grad, Machine-op-inspct, United-States, <=50K
18, Private, 11th, Prof-specialty, United-States, <=50K
20, Private, 11th, Sales, United-States, <=50K
45, State-gov, Masters, Prof-specialty, United-States, >50K
22, Private, Some-college, Sales, ?, <=50K
45, Private, Prof-school, Exec-managerial, United-States, >50K
41, Private, HS-grad, Machine-op-inspct, United-States, <=50K
42, Local-gov, 7th-8th, Other-service, Puerto-Rico, <=50K
24, Private, Bachelors, Sales, United-States, <=50K
22, Private, HS-grad, Handlers-cleaners, United-States, <=50K
28, Private, HS-grad, Exec-managerial, United-States, >50K
23, Private, Some-college, Handlers-cleaners, United-States, <=50K
21, Private, 7th-8th, Farming-fishing, United-States, <=50K
23, Private, Bachelors, Adm-clerical, United-States, <=50K
45, Private, Some-college, Adm-clerical, United-States, <=50K
41, Private, HS-grad, Sales, United-States, <=50K
49, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
38, Private, Some-college, Other-service, United-States, <=50K
37, Private, HS-grad, Handlers-cleaners, United-States, <=50K
70, Private, Bachelors, Machine-op-inspct, Philippines, <=50K
24, Private, HS-grad, Adm-clerical, United-States, <=50K
28, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
24, Private, Assoc-voc, Adm-clerical, United-States, <=50K
83, Self-emp-inc, 10th, Farming-fishing, United-States, >50K
69, Private, Doctorate, Prof-specialty, China, >50K
37, Private, HS-grad, Adm-clerical, United-States, <=50K
28, Private, Bachelors, Exec-managerial, United-States, <=50K
54, Private, Some-college, Adm-clerical, United-States, <=50K
71, Private, HS-grad, Exec-managerial, United-States, >50K
56, State-gov, HS-grad, Adm-clerical, United-States, <=50K
27, Local-gov, Bachelors, Prof-specialty, ?, <=50K
42, Self-emp-not-inc, Masters, Sales, United-States, >50K
21, Private, HS-grad, Sales, United-States, <=50K
29, Private, Assoc-voc, Prof-specialty, United-States, <=50K
27, Private, 7th-8th, Other-service, ?, <=50K
32, Private, Bachelors, Prof-specialty, United-States, >50K
31, Private, Some-college, Adm-clerical, United-States, <=50K
38, Private, Some-college, Other-service, United-States, <=50K
55, State-gov, Doctorate, Prof-specialty, India, >50K
48, Private, HS-grad, Transport-moving, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
23, Private, Some-college, Adm-clerical, United-States, <=50K
28, State-gov, Some-college, Adm-clerical, United-States, <=50K
49, Local-gov, Some-college, Exec-managerial, United-States, <=50K
51, Private, HS-grad, Other-service, United-States, <=50K
23, Private, HS-grad, Craft-repair, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, <=50K
59, Private, HS-grad, Other-service, China, <=50K
47, Private, Bachelors, Craft-repair, United-States, <=50K
37, Private, HS-grad, Transport-moving, United-States, <=50K
39, Private, Assoc-acdm, Exec-managerial, United-States, <=50K
43, Private, Some-college, Craft-repair, United-States, <=50K
40, Private, Assoc-voc, Farming-fishing, United-States, <=50K
48, Private, 10th, Transport-moving, United-States, >50K
29, Private, 9th, Sales, United-States, <=50K
48, Private, Some-college, Sales, United-States, >50K
37, Private, Bachelors, Farming-fishing, United-States, <=50K
19, Private, HS-grad, Sales, United-States, <=50K
28, Private, 10th, Other-service, United-States, <=50K
56, Private, 5th-6th, Craft-repair, Trinadad&Tobago, <=50K
45, Private, HS-grad, Transport-moving, United-States, <=50K
60, State-gov, Some-college, Protective-serv, United-States, <=50K
53, State-gov, Masters, Exec-managerial, United-States, >50K
37, State-gov, HS-grad, Adm-clerical, United-States, <=50K
31, Private, HS-grad, Other-service, United-States, <=50K
29, Private, Assoc-voc, Farming-fishing, United-States, >50K
31, ?, HS-grad, ?, United-States, <=50K
39, Private, HS-grad, Transport-moving, Cuba, <=50K
31, Local-gov, Bachelors, Prof-specialty, United-States, >50K
42, Private, Bachelors, Exec-managerial, United-States, >50K
17, Private, 11th, Handlers-cleaners, United-States, <=50K
19, Private, HS-grad, Other-service, United-States, <=50K
24, Private, Bachelors, Other-service, United-States, <=50K
62, Private, HS-grad, Farming-fishing, United-States, >50K
34, Private, 1st-4th, Other-service, Guatemala, <=50K
47, Self-emp-inc, Masters, Exec-managerial, United-States, >50K
58, Private, Bachelors, Prof-specialty, Canada, <=50K
23, Private, Assoc-voc, Prof-specialty, United-States, <=50K
33, Private, HS-grad, Other-service, United-States, <=50K
76, Private, HS-grad, Adm-clerical, United-States, <=50K
40, Private, HS-grad, Exec-managerial, United-States, <=50K
28, Private, 7th-8th, Other-service, United-States, <=50K
41, Private, Some-college, Tech-support, United-States, <=50K
46, Local-gov, HS-grad, Protective-serv, United-States, >50K
22, Federal-gov, Some-college, Adm-clerical, United-States, <=50K
29, Private, Assoc-voc, Handlers-cleaners, United-States, <=50K
26, Private, HS-grad, Other-service, United-States, <=50K
31, Private, Bachelors, Adm-clerical, United-States, >50K
22, Private, HS-grad, Other-service, United-States, <=50K
41, Private, Some-college, Transport-moving, United-States, <=50K
29, Private, HS-grad, Transport-moving, Dominican-Republic, <=50K
60, Private, Assoc-voc, Tech-support, United-States, >50K
72, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
41, Self-emp-inc, Some-college, Farming-fishing, United-States, <=50K
19, Private, Some-college, Other-service, United-States, <=50K
25, Private, Bachelors, Other-service, United-States, <=50K
24, Private, Bachelors, Exec-managerial, United-States, <=50K
59, Private, 9th, Other-service, United-States, <=50K
17, Private, 11th, Craft-repair, United-States, <=50K
59, ?, Bachelors, ?, United-States, >50K
69, ?, Some-college, ?, United-States, <=50K
25, Private, Some-college, Sales, United-States, <=50K
50, ?, HS-grad, ?, United-States, <=50K
29, Private, HS-grad, Other-service, United-States, <=50K
43, Private, HS-grad, Craft-repair, United-States, <=50K
29, Local-gov, Some-college, Other-service, United-States, <=50K
29, State-gov, Some-college, Adm-clerical, United-States, <=50K
32, Local-gov, Some-college, Protective-serv, United-States, >50K
17, ?, 10th, ?, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, >50K
43, Private, Some-college, Exec-managerial, United-States, <=50K
41, Private, HS-grad, Machine-op-inspct, United-States, <=50K
32, Private, Bachelors, Exec-managerial, United-States, >50K
54, State-gov, Masters, Prof-specialty, United-States, >50K
65, Private, HS-grad, Exec-managerial, United-States, >50K
18, ?, HS-grad, ?, United-States, <=50K
70, Self-emp-inc, Some-college, Exec-managerial, United-States, >50K
53, Private, Masters, Exec-managerial, United-States, >50K
37, Private, Bachelors, Exec-managerial, United-States, >50K
21, Private, Some-college, Transport-moving, United-States, <=50K
20, Private, HS-grad, Machine-op-inspct, United-States, <=50K
47, State-gov, HS-grad, Adm-clerical, United-States, <=50K
26, Private, HS-grad, Exec-managerial, United-States, <=50K
31, Private, Prof-school, Prof-specialty, United-States, <=50K
45, Self-emp-not-inc, Some-college, Transport-moving, United-States, <=50K
35, Private, HS-grad, Adm-clerical, United-States, <=50K
55, Private, Bachelors, Exec-managerial, United-States, >50K
49, Private, Masters, Prof-specialty, United-States, >50K
33, Self-emp-inc, HS-grad, Other-service, Vietnam, <=50K
30, Federal-gov, Prof-school, Exec-managerial, ?, <=50K
19, Private, Some-college, Other-service, United-States, <=50K
48, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
41, Private, Some-college, Craft-repair, United-States, >50K
29, Private, Bachelors, Tech-support, United-States, >50K
47, Local-gov, Masters, Prof-specialty, United-States, >50K
53, Local-gov, Masters, Exec-managerial, United-States, >50K
19, Private, Some-college, Adm-clerical, United-States, <=50K
71, Private, HS-grad, Other-service, United-States, <=50K
29, Private, Some-college, Sales, United-States, <=50K
43, Local-gov, Some-college, Other-service, United-States, <=50K
23, Private, Bachelors, Exec-managerial, United-States, <=50K
52, Private, Some-college, Adm-clerical, United-States, <=50K
56, Private, Bachelors, Sales, United-States, >50K
28, Private, 10th, Craft-repair, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Prof-specialty, United-States, <=50K
37, Federal-gov, Bachelors, Prof-specialty, United-States, <=50K
30, Private, Assoc-voc, Exec-managerial, United-States, >50K
31, Local-gov, HS-grad, Craft-repair, United-States, <=50K
20, Private, Some-college, Sales, United-States, <=50K
64, Private, HS-grad, Sales, United-States, >50K
45, Private, HS-grad, Other-service, United-States, <=50K
40, Private, Some-college, Exec-managerial, United-States, >50K
19, Private, HS-grad, Handlers-cleaners, United-States, <=50K
54, Private, Bachelors, Exec-managerial, United-States, >50K
61, Self-emp-inc, Doctorate, Exec-managerial, Taiwan, >50K
18, Private, 11th, Other-service, United-States, <=50K
62, ?, HS-grad, ?, United-States, >50K
